name,real_name,country,seller_type,sales_count,available_items,rating,approval_very_good,approval_good,approval_neutral,approval_bad,shipping_days,street_address,postal_code,city
Mastercollectors25,Master Collectors,Italy,Powerseller,238,2521,Outstanding,100 %,0 %,0 %,0 %,11,Francesco Fusco 44,95128,Catania
Mastercopter,Yannick Diels,Belgium,Professional,2789,8226,Outstanding,100 %,0 %,0 %,0 %,16,Molenveld 210,2490,Balen
Matchy,Michael Lukas,Austria,Professional,7319,1708,Outstanding,99.1 %,0.9 %,0 %,0 %,14,Mühlgasse 56/12,8020,Graz
Mathom,Marc Roca Mata,Spain,Professional,1865,4180,Outstanding,100 %,0 %,0 %,0 %,12,Pg Generalitat 1 3-5,08740,Sant Andreu De La Barca
Matras,Till Schwalenberg,Germany,Professional,17102,94639,Outstanding,100 %,0 %,0 %,0 %,16,Tungendorfer Str. 10,24536,Neumünster
MAXIMUS-BE,MAXIMUS,Belgium,Powerseller,2699,340,Outstanding,100 %,0 %,0 %,0 %,11,Haeyershoek 50,9660,Brakel
MaxMasters,Max Glembock,Germany,Professional,16290,60460,Outstanding,100 %,0 %,0 %,0 %,21,Rurstraße 7,53919,Weilerswist
MaxTradingCards,Abel Maria Lucena Teruel,Spain,Professional,16908,9241,Outstanding,100 %,0 %,0 %,0 %,10,"C/ Sancho Davila 6, ESC. Derecha 4D",28028,Madrid
MAZEEK,MAZEEK,Italy,Professional,25529,56222,Outstanding,100 %,0 %,0 %,0 %,14,via Bari 30,71121,Foggia
MaZi95,TCG-Versandhandel Maximilian Zimmer,Germany,Professional,12778,2355,Outstanding,100 %,0 %,0 %,0 %,13,An der Viehleite 42,01796,Pirna
Mazvigosl,Maz Vigo SL,Spain,Powerseller,329264,3495884,Outstanding,99.6 %,0.3 %,0.1 %,0 %,10,Via Norte 24 Bajo,36204,Vigo
MBraga17713,MBraga Cards,Portugal,Professional,11875,76763,Outstanding,100 %,0 %,0 %,0 %,19,Rua Barreiros 32,4560-901,Penafiel
McDaddy,Franz Reinhöfer,Germany,Professional,7410,22675,Outstanding,98 %,2 %,0 %,0 %,21,Emsdettener Str. 10,48268,Greven
Meddy36,Adrián Guerrero Orellana,Spain,Professional,4545,2276,Outstanding,100 %,0 %,0 %,0 %,10,c/ Ana Parrilla Nº1 Bloque 4 3ºC,11406,Jerez De La Frontera
meeples-et-cartes,DES MEEPLES ET DES CARTES,France,Professional,6398,67228,Outstanding,100 %,0 %,0 %,0 %,11,903 Chemin MAUPAS,83600,BAGNOLS EN FORET
Meerhof-MTGMarket,Meerhof-MTGMarket,Belgium,Professional,9632,236168,Outstanding,100 %,0 %,0 %,0 %,14,Breendonkstraat 92 0201,2830,Willebroek
MegaForli,ITA-CA Srl,Italy,Professional,375,2204,Outstanding,100 %,0 %,0 %,0 %,18,Corso Della Repubblica 152,47121,Forli
MegaWorldTCG,Mega World TCG,France,Professional,4497,9257,Outstanding,100 %,0 %,0 %,0 %,7,26 rue Jean Baptiste Huet,78350,Jouy en Josas
mehrsteinchen-tcg,Mehrsteinchen,Germany,Professional,192,2202,Outstanding,100 %,0 %,0 %,0 %,11,Hackenbroicher Strasse 71,50259,Pulheim
MeiOPanda,Vu Nam Pham,Germany,Professional,14749,9240,Outstanding,100 %,0 %,0 %,0 %,16,Frankfurter Allee 2,10247,Berlin
MeiTCG,MeiTCG,Germany,Professional,120,1352,Outstanding,100 %,0 %,0 %,0 %,11,Madamenweg 171,38118,Braunschweig
meldaur,Fabio Digirolamo,Italy,Professional,3328,66499,Outstanding,100 %,0 %,0 %,0 %,23,Via della Pariglia 8,06132,Perugia
melnibone-at,Melnibone.at,Austria,Professional,1702,22255,Outstanding,100 %,0 %,0 %,0 %,16,Riegersburg 34,8333,Riegersburg
MENTALMISSPLAY,Borja Conrad Muñoz Gomez,Spain,Powerseller,3489,4251,Outstanding,99.4 %,0.6 %,0 %,0 %,10,Avd. Mugartea 33 Ático izq,31192,Mutilva Valle Aranguren
MercadiaGames,Mercadia Games,Portugal,Professional,22596,280252,Outstanding,100 %,0 %,0 %,0 %,14,"Travessa Vale Da Baleia, Nº7",2670-760,Lousa
MercadiaSul,MercadiaSul,Portugal,Professional,1606,30639,Outstanding,100 %,0 %,0 %,0 %,9,Rua Galileu Saúde Correia N11 2 Cave Esquerdo,2800-691,Almada
MercuryCards,Hannah Conner,United Kingdom,Professional,6101,12823,Outstanding,100 %,0 %,0 %,0 %,18,92 Red Bank Road,FY29DZ,Blackpool
MerfolkPL,Sklep Merfolk,Poland,Professional,7687,2373,Outstanding,98 %,2 %,0 %,0 %,21,2 Sierpnia 15,05-800,Pruszków
MerfolkTraders,MT Games 16,France,Professional,24627,409039,Outstanding,99.5 %,0.5 %,0 %,0 %,11,71 Bd Marguerite de Valois,16340,L'Isle d'Espagnac
Merrik,Tobias Brennecke,Germany,Professional,1902,2554,Outstanding,100 %,0 %,0 %,0 %,11,Gutshof 9,38524,Sassenburg
MerrowCommerce,Markus Weiß,Austria,Professional,4859,15764,Outstanding,100 %,0 %,0 %,0 %,16,Weidenweg 4/2,8200,Gleisdorf
metacards-shop,Metacards,Germany,Powerseller,2434,1577,Outstanding,100 %,0 %,0 %,0 %,24,Kreuzgasse 5,65510,Idstein
Metagamescsn,Metagames,Italy,Professional,3841,3669,Outstanding,100 %,0 %,0 %,0 %,18,Via Giotto 7,20063,Cernusco Sul Naviglio (MI)
Method999,Alexander Meidinger,Germany,Powerseller,85827,2663,Outstanding,99.5 %,0.4 %,0.1 %,0 %,13,Zum Burgstuhl 8,92712,Pirk
Metropolis-Center,Metropolis Center,Spain,Powerseller,95821,1275884,Outstanding,99.9 %,0.1 %,0 %,0 %,8,C/ Andres Mellado Nº 22 Local,28015,Madrid
Miceliongames,Micelion Games,Spain,Professional,2036,33923,Outstanding,100 %,0 %,0 %,0 %,,"Avenida del Mediterraneo, 8, Tienda Micelion Games",28007,Madrid
Midgar,Midgar,Spain,Powerseller,6642,3819,Outstanding,100 %,0 %,0 %,0 %,8,Jose M Gabriel y Galán 34,41704,Dos Hermanas
MidKards,MidKards,France,Professional,367,19,Outstanding,100 %,0 %,0 %,0 %,11,200 RUE DE LA CROIX NIVERT,75015,PARIS
Midnight-MTG,SPRL Beaumont,Belgium,Professional,1322,14682,Outstanding,100 %,0 %,0 %,0 %,14,Spelonckvaart 107,9180,Moerbeke-Waas
MIJANKOV98,JOSE ANTONIO AREVALO,Spain,Professional,1229,5673,Outstanding,100 %,0 %,0 %,0 %,9,MURRIETA 1,48901,BARAKALDO
MikazukiTCG,MikazukiTCG,France,Professional,537,1272,Outstanding,100 %,0 %,0 %,0 %,11,rue de la tour,57390,Rédange
mike905,MTG Cards DE,Germany,Professional,11063,1629,Outstanding,100 %,0 %,0 %,0 %,11,Am Hang 11,53229,Bonn
Mikeshh,Magic Mike,Germany,Professional,1060,3640,Outstanding,99 %,1 %,0 %,0 %,19,Landscheidung 189,41069,Mönchengladbach
MINASDAGOR,Biblioteca de Minas Dagor,Spain,Professional,2865,63563,Outstanding,100 %,0 %,0 %,0 %,7,ANA SOLO DE ZALDIVAR 22,06400,DON BENITO
MinasIthil,Valerio Carosi,Italy,Professional,289,33,Outstanding,100 %,0 %,0 %,0 %,14,Via Cirillo Monzani 19,00139,Roma
MirageTCG,miragegate srl,Italy,Professional,19,1870,,100 %,0 %,0 %,0 %,10,Via Giulio Petroni 104L,70124,Bari
Mirari-TCG,Mirari TCG,France,Professional,7345,17760,Outstanding,100 %,0 %,0 %,0 %,12,46 Rue Charles de Gaulles,70190,RIOZ
MissingnoMrkt,Missing Number Market,Italy,Professional,1858,2493,Outstanding,100 %,0 %,0 %,0 %,30,Via Gherardo Gherardi 5,40127,Bologna
Mister-Daggle,Damien Gleyzes,France,Professional,560,23371,Outstanding,100 %,0 %,0 %,0 %,13,38 CHEMIN LAFFITTE,31410,NOE
misterprize,Marco Fath,Germany,Professional,4120,1551,Outstanding,100 %,0 %,0 %,0 %,13,Postfach 4,67685,Weilerbach
mizoutcg,MizouTCG,France,Professional,309,10351,Outstanding,100 %,0 %,0 %,0 %,12,26 Rue Bastard Senaux,34320,Roujan
mktradingcards,MK Trading Cards & Collectibles Maximilian Kirch (Einzelunternehmen),Germany,Professional,6941,3161,Outstanding,100 %,0 %,0 %,0 %,13,Moerser Straße 13,40667,Meerbusch
MO-CARDS,MO'CARDS,France,Professional,1647,99073,Outstanding,100 %,0 %,0 %,0 %,9,44 Rue du 8 Mai 1945,69330,MEYZIEU
MoatnCards,Moatn GmbH,Austria,Professional,157,12867,Outstanding,100 %,0 %,0 %,0 %,14,Straß Im Attergau 25,4881,Straß Im Attergau
Mobsi,Christian Palm,Germany,Professional,6570,121328,Outstanding,100 %,0 %,0 %,0 %,11,Maiergasse 11/3,73433,Aalen-Wasseralfingen
Mochi-Gaming,Guido Hahnen,Germany,Powerseller,5816,30790,Outstanding,99 %,1 %,0 %,0 %,11,Trierer Straße 115,52078,Aachen
modelkits-magic,Modelkits Games,Netherlands,Professional,1631,24266,Outstanding,100 %,0 %,0 %,0 %,10,Postweg 93,7451TT,Holten
Mofizius,Marco Löptin,Germany,Professional,3653,58,Outstanding,99 %,1 %,0 %,0 %,8,"Geranienstraße , 18",44289,Dortmund
MogwellasWorld,MogwellasWorld,Germany,Powerseller,899,1915,Outstanding,100 %,0 %,0 %,0 %,13,Kleine Ziegelstraße 3,24148,Kiel
mojozone,mojozone,Germany,Professional,1020,468,Outstanding,100 %,0 %,0 %,0 %,11,Wecholder Strasse 48,28277,Bremen
Molo13,Molo 13,Switzerland,Professional,554,2287,Outstanding,100 %,0 %,0 %,0 %,5,Via Fola 8,6963,Pregassona
Moltras,Moltras,Hungary,Powerseller,13133,161889,Outstanding,100 %,0 %,0 %,0 %,12,"Hal József utca 1/B, 4e 13a",7623,Pécs
Moneydrain,Stefan Klausner,Austria,Professional,1057,5828,Outstanding,100 %,0 %,0 %,0 %,14,Ludersdorf 268/3,8200,Gleisdorf
MonkeyCardssl,MonkeyCards,Spain,Professional,288,237,Outstanding,100 %,0 %,0 %,0 %,8,"Los Chopos 15, Escalera 2, Bajo 6",14006,Cordoba
Monsieur-BIDULE,SAS MOIREAU - Monsieur BIDULE,France,Professional,5,310,Good,100 %,0 %,0 %,0 %,12,10 Place Felix ZIEM,21200,BEAUNE
MonstersMM,Arturo Blasco,Spain,Professional,828,37957,Outstanding,99 %,0 %,1 %,0 %,12,"Calle Arturo Soria 280, Esc 1, 3A",28033,Madrid
moonshadowgbr,Moon Shadow GbR,Germany,Professional,809,5751,Outstanding,100 %,0 %,0 %,0 %,8,Aschfelder Straße 79,97776,Eussenheim
MoonVillage,MoonVillage,Germany,Powerseller,112630,68519,Outstanding,100 %,0 %,0 %,0 %,13,Roelckestr. 10,13086,Berlin
Mordor,Kaissa Amarousiou,Greece,Powerseller,28104,363325,Outstanding,100 %,0 %,0 %,0 %,13,Tsaldari 1,15122,Marousi
Morgol09,Marcel Montag,Germany,Professional,3697,3266,Outstanding,100 %,0 %,0 %,0 %,8,Abtsbrede 26a,33098,Paderborn
Moria05,Minas de Moria S.L.,Spain,Professional,80571,1635598,Outstanding,100 %,0 %,0 %,0 %,10,"C/Tirso de Molina, 8-10 Bajo",26006,Logroño
Mornasco7,Fabio Mora,Switzerland,Professional,2815,54242,Outstanding,100 %,0 %,0 %,0 %,12,Via Giuseppe Cereghetti 6,6834,Morbio Inferiore
Moshitron,Jorge Rubalcaba,Spain,Powerseller,5030,29460,Outstanding,100 %,0 %,0 %,0 %,6,Luis Vicente de Velasco P15 7A,39011,Santander
Mouche,MoucheCCG,France,Professional,502,6714,Outstanding,100 %,0 %,0 %,0 %,9,38 Avenue De La République,94700,Maisons-alfort
Mounar,Ei Tristan le normand,France,Professional,885,57911,Outstanding,98 %,2 %,0 %,0 %,12,1091 rue de centrayrargues,34070,Montpellier
MoxcardsMTG,COMSOFT XP,France,Professional,1070,10366,Outstanding,99.6 %,0.4 %,0 %,0 %,11,5 parc d'activité de Calmacé,34150,Gignac
MoxintheHoleSingles,Mox in the Hole,United Kingdom,Professional,5729,84146,Outstanding,99.6 %,0.4 %,0 %,0 %,12,18-20 Lochrin Buildings,EH3 9NB,Edinburgh
MP-Supplies,MP-Supplies,Germany,Professional,2002,340,Outstanding,99 %,1 %,0 %,0 %,16,Feldstraße 3,01594,Groptitz
Mr-Blue,Mr. Blue TCG,Germany,Professional,69,1810,Outstanding,100 %,0 %,0 %,0 %,19,Hellwigstraße 6A,16359,Biesenthal
MrJoShop,MrJoShop,France,Professional,12508,1030,Outstanding,99.1 %,0.7 %,0.2 %,0 %,11,5 Rue Chabot D Allier,03100,MONTLUCON
MrKropf,LootBox,Germany,Powerseller,2339,2677,Outstanding,100 %,0 %,0 %,0 %,21,Lörracher Str. 9,79585,Steinen
MSKWuerfelbecher,MSK Anja Schlimbach e.K.,Germany,Powerseller,42,2611,Outstanding,100 %,0 %,0 %,0 %,16,Kopenhagener Str 2,51149,Köln
MTG-AGORA,I.Q. Games,Greece,Powerseller,104034,998354,Outstanding,98.8 %,0.7 %,0.4 %,0.1 %,19,Xarilaou Trikoupi 9 & Militou,21100,Nafplio
MTG-Artifact,Tofopolis,France,Powerseller,2030,164,Outstanding,100 %,0 %,0 %,0 %,14,19 bis cours du 14 juillet,78300,Poissy
MTG-BANGERS,MTG-BANGERS,Netherlands,Professional,5168,4481,Outstanding,100 %,0 %,0 %,0 %,13,Akkerstraat 8,4811JL,Breda
MTG-France,STEPHANE MANARANCHE,France,Professional,2577,1863,Outstanding,100 %,0 %,0 %,0 %,9,43 RUE ALBERT MALET,76360,BARENTIN
MTG-Handel,Florian Fröhlich,Germany,Powerseller,560,1877,Outstanding,100 %,0 %,0 %,0 %,11,Eckersdorf 7,96145,Seßlach
MTG-Irina,Irina Hoffmann,Germany,Professional,8975,5378,Outstanding,100 %,0 %,0 %,0 %,11,Comeniusstr. 3,74321,Bietigheim-Bissingen
MTG-Jens,games garni Hotel Säntis,Switzerland,Professional,2356,21795,Outstanding,100 %,0 %,0 %,0 %,11,Speicherstr. 28,9053,Teufen
mtg-mana-cards,Maximilian Spahn,Germany,Professional,1150,16395,Outstanding,100 %,0 %,0 %,0 %,8,Schützenstraße 11e,49201,Dissen
MtgBavaria,MTG Bavaria,Germany,Professional,3318,97912,Outstanding,100 %,0 %,0 %,0 %,16,Lindemannstraße 59,82327,Tutzing
MTGBoosterBrothers,MTGBoosterBrothers,Germany,Professional,1564,8326,Outstanding,100 %,0 %,0 %,0 %,8,Peter-Böhm-Straße 15a,69214,Eppelheim
MTGCanarias,MTG Canarias,Spain,Professional,50,36415,Outstanding,100 %,0 %,0 %,0 %,7,"Calle de las Higueras 11, Local 1",38350,Tacoronte
MTGCARDPLACE,DIEGO COBOS QUIJADA,Spain,Professional,44491,1083041,Outstanding,100 %,0 %,0 %,0 %,8,"Avenida de la constitución 55, 5ºB",28931,Móstoles
MtgForFun,MtgForFun s.r.o.,Czech Republic,Professional,12682,310541,Outstanding,100 %,0 %,0 %,0 %,17,Hamry Nad Sazavou 282,59101,Zdar Nad Sazavou
MtGForger,Thomas Hanak,Germany,Professional,3567,6732,Outstanding,99.6 %,0.4 %,0 %,0 %,11,Ludwig-Erhard-Str. 18,20459,Hamburg
MtgHistory,Davide Vergoni,Italy,Powerseller,35694,882642,Outstanding,100 %,0 %,0 %,0 %,17,Via Caduti del Lavoro 52,06124,Perugia
MTGmitPatrick,Patrick Guderjahn,Germany,Professional,2691,15445,Outstanding,100 %,0 %,0 %,0 %,11,Nothmannstr. 33,29525,Uelzen
MTGshop-NL,MTGShop,Netherlands,Professional,5003,3186,Outstanding,100 %,0 %,0 %,0 %,16,Jankushofstraat 15,6002CV,Weert
MTGSPOT-DE,Teufel Cards UG (haftungsbeschränkt),Germany,Powerseller,217110,1419799,Outstanding,98.8 %,0.9 %,0.2 %,0.1 %,28,Meinekestraße 27,10719,Berlin
MTGSPOT-FR,MTG SPOT FR,France,Powerseller,48210,765095,Outstanding,98.7 %,1 %,0.3 %,0 %,18,"291, Avenue de Saint- Exupery",62100,Calais
Mtgspot,mtgspot,Poland,Powerseller,215580,1453515,Outstanding,98.7 %,1.1 %,0.2 %,0 %,21,ignacego mościckiego 6,40-841,Katowice
MTGTopdecker,EFANTASY GR GAMES N COMICS,Greece,Powerseller,100866,1041433,Outstanding,99.8 %,0.2 %,0 %,0 %,17,L.Iasonidou 13,54635,Thessaloniki
MTT-Europe,Yannic Pils,Germany,Professional,2988,72491,Outstanding,100 %,0 %,0 %,0 %,13,Dorfstraße 45,82178,Puchheim
Mukoni,Mukoni TCG - Marc Roßkamp Sammelkarten,Germany,Professional,2467,15706,Outstanding,100 %,0 %,0 %,0 %,16,Im Haag 6,52477,Alsdorf
MulldrifterMarvels,Mulldrifter Marvels TCG,United Kingdom,Professional,8328,33414,Outstanding,100 %,0 %,0 %,0 %,14,25 Greenway Drive,CW9 7HJ,"Northwich, Cheshire"
muLLe,Marcel Stolle,Germany,Professional,1887,2334,Outstanding,100 %,0 %,0 %,0 %,11,Deutsches Dorf 29,14776,Brandenburg an der Havel
MulliganTCG-Shop,Mulligan TCG UG (haftungsbeschränkt),Germany,Professional,35,640,Good,100 %,0 %,0 %,0 %,11,Gotenstraße 19,20097,Hamburg
Multiforma123,Ivan Ivcec,Croatia,Professional,4299,943,Outstanding,100 %,0 %,0 %,0 %,20,Kušlanova 39,10000,Zagreb
mundicomics,MUNDICOMICS & EVENTOS SL,Spain,Professional,10661,14731,Outstanding,99 %,0.5 %,0.5 %,0 %,9,C/Ramon Y Cajal 3 Local 1,28850,Torrejon De Ardoz
MundoDistorsion18,Mundo Distorsion,Spain,Professional,7159,2914,Outstanding,100 %,0 %,0 %,0 %,8,Avenida De Atenas 5 Portal 5 Bajo C,28500,Arganda Del Rey
mundomagicfantasy,MUNDO MAGIC FANTASY,Spain,Professional,16175,126952,Outstanding,100 %,0 %,0 %,0 %,10,"Avenida Conde De Lumiares 35 , 1ºd",03010,Alicante
My-Tradingcards,My-Tradingcards GmbH,Germany,Professional,35299,18887,Outstanding,100 %,0 %,0 %,0 %,21,Heideweg 6,26160,Bad Zwischenahn
mydices,Elia Ferrandina,Austria,Professional,4107,28051,Outstanding,100 %,0 %,0 %,0 %,14,Wickenburggasse 4/1,1080,Vienna
MyGalaxy,MyGalaxy,Germany,Powerseller,6826,248,Outstanding,100 %,0 %,0 %,0 %,9,Kirchhofstr. 100A,42327,Wuppertal
myp-tradingcards,MYP TradingCards,Germany,Professional,549,11411,Outstanding,100 %,0 %,0 %,0 %,9,Koblenzer Straße 39,56323,Waldesch
Mystic-Ambre,Mystic-Ambre,France,Professional,35188,61966,Outstanding,99.2 %,0.4 %,0.4 %,0 %,18,21Bis Rue Jean Zay,64000,Pau
MysticGames,Mystic Games Ltd,United Kingdom,Professional,4169,104,Outstanding,99.1 %,0.9 %,0 %,0 %,12,Market Square,OX28 6AP,Witney
MysticShop,Stefan Conka,Czech Republic,Professional,14815,13576,Outstanding,100 %,0 %,0 %,0 %,14,Jana Palacha 1636,27201,Kladno
MythicCardboard,Mythic Cardboard,United Kingdom,Professional,6844,7861,Outstanding,100 %,0 %,0 %,0 %,10,,BA4 4FS,Shepton Mallet
MythicCardsUK,Mythic Cards LTD,United Kingdom,Professional,1357,2784,Outstanding,100 %,0 %,0 %,0 %,12,5 Woodward Lane,RG42 6FD,Bracknell
MythicMarket,JJ Group AB,Sweden,Powerseller,2129,34151,Outstanding,100 %,0 %,0 %,0 %,16,Innimarksvägen 18,94432,Hortlax
mythics,mythics,United Kingdom,Professional,28639,200974,Outstanding,99.6 %,0.4 %,0 %,0 %,16,44 Church Street,KA10 6AU,Troon
MythicVault,MYTHIC VAULT L.P.,Greece,Professional,15042,46325,Outstanding,99.6 %,0.4 %,0 %,0 %,16,Ermou 105 - Xatziargiri,38333,Volos
Nagumi,Nagumi,Germany,Professional,18021,89809,Outstanding,99.2 %,0.6 %,0 %,0.2 %,16,Jahnstraße 15A,56470,Bad Marienberg
nahum86,Nahum Garzon,Spain,Professional,13740,1261,Very good,96.3 %,2.6 %,1.1 %,0 %,14,Plaza Doctor Fleming Nº8 Esc. Izq. 2ªb,41701,Dos Hermanas
naiK-,Patrick Watts,Germany,Professional,444,931,Outstanding,100 %,0 %,0 %,0 %,9,Pacelliallee 10c,36043,Fulda
Najada-Games,Najada-Games,Czech Republic,Powerseller,219009,1062853,Outstanding,99.3 %,0.4 %,0.3 %,0 %,19,Ondrickova 2166/14,13000,Praha
Nakamascollectibles,Emanuela Ristolfi,Italy,Professional,15,951,Good,100 %,0 %,0 %,0 %,16,Via Cardinal Ferrari 44,20017,Rho
Nakamastore,Nakamastore,Spain,Professional,977,66,Outstanding,100 %,0 %,0 %,0 %,9,San Antonio 115,03130,Santa Pola
nanagico,nanagico,Spain,Professional,1540,6910,Outstanding,100 %,0 %,0 %,0 %,7,"Morabos, 2 4-3",08004,Barcelona
Nandosmal,Yorkshire Collectible Trader,United Kingdom,Professional,17475,194282,Outstanding,99.7 %,0.3 %,0 %,0 %,16,Victoria Street 5,WF17 9ET,Birstall
narrenkappe,Stefan Auer,Austria,Professional,1366,5251,Outstanding,100 %,0 %,0 %,0 %,11,Bastiengasse 15/2/11,1180,Wien
Nazgul-TCG,Nazgul TCG,Spain,Professional,1804,13909,Outstanding,100 %,0 %,0 %,0 %,7,NazgulTCG.com,28015,Madrid
NCGSingles,Adam Stanex,United Kingdom,Professional,4949,56538,Outstanding,100 %,0 %,0 %,0 %,,71 Frances Street,BT23 7DY,Newtownards
NCO-Trading,NCO Trading,France,Professional,2172,1291,Outstanding,100 %,0 %,0 %,0 %,9,58 Rue Des Noisetiers,45640,Sandillon
NCTradingCards,Nadin Claßen Trading Cards,Germany,Powerseller,602,8179,Outstanding,100 %,0 %,0 %,0 %,11,Commerden 11,41812,Erkelenz
Nekomicsl,Nekomics SL,Spain,Professional,434,1855,Outstanding,99.3 %,0.7 %,0 %,0 %,12,Plaza España Nº6 Local Derecha,21003,Huelva
Neku-BrewsAndGames,Marc Klingel,Germany,Professional,4124,17340,Outstanding,100 %,0 %,0 %,0 %,11,Adalbert-Stifter Straße 12,66955,Pirmasens
NeonDemonCardcore,Neon Demon Cardcore,Germany,Professional,50,14,Good,100 %,0 %,0 %,0 %,11,Hoengener Str. 12,52477,Alsdorf
Nerd-Kingdom,Maarten Vermeulen,Netherlands,Professional,11929,64008,Outstanding,99.2 %,0.8 %,0 %,0 %,14,Emmastraat 5-1s,6828HA,Arnhem
Nerd-Shop,Ephraim Baade nerd-shop e.K.,Germany,Powerseller,30244,90383,Outstanding,100 %,0 %,0 %,0 %,,Am Poggenbrink 20,33611,Bielefeld
Nerdbunker,Nerdbunker Spielwaren & Merchandise Groschupf & Zscherper GbR,Germany,Professional,3263,24646,Outstanding,100 %,0 %,0 %,0 %,16,Wilsdruffer Str. 71,01705,Freital
Nerdchandise,Tobias Jahn,Germany,Professional,2756,90,Outstanding,100 %,0 %,0 %,0 %,13,Hauptstr. 9,54568,Gerolstein
NerdComics,NDV sas,Italy,Professional,2134,9742,Outstanding,100 %,0 %,0 %,0 %,14,Via Luigi Perna 57,00142,Roma
Nerdcomixviterbo,Ditto SRLS,Italy,Professional,2886,6947,Outstanding,100 %,0 %,0 %,0 %,16,"Via Sabotino, 2",01100,Viterbo
NerdsTradeNest,Vasilios Theisinger,Germany,Professional,3652,2013,Outstanding,98.2 %,1.2 %,0.6 %,0 %,19,Robert-Koch-Straße 16,76870,Kandel
NerdTales,NerdTales - Daniel Martin,Germany,Professional,5485,65791,Outstanding,100 %,0 %,0 %,0 %,16,Heinserstraße 8,31020,Salzhemmendorf
NeroCards,Nero Cards,Germany,Professional,854,836,Outstanding,100 %,0 %,0 %,0 %,11,Lange Ruthen 1,68526,Ladenburg
Nestaral,Nestaral,France,Professional,2798,43785,Outstanding,100 %,0 %,0 %,0 %,14,3 rue Alain Savary,13090,Aix en Provence
NethralGames,Nethral Games,United Kingdom,Professional,677,2076,Outstanding,100 %,0 %,0 %,0 %,16,"Flat 3 Stylianides house, 323 Camberwell new road",SE5 0TF,LONDON
NeutralGround,NeutralGround,United Kingdom,Professional,24351,303850,Outstanding,99.7 %,0.3 %,0 %,0 %,18,14 Manor Street,PL1 1TL,Plymouth
Neutrinic7k4,Florian Schubert,Germany,Professional,3424,4830,Outstanding,100 %,0 %,0 %,0 %,11,Mühlenkoppel 31,24986,Mittelangeln
Neuvoja,Luola pelit Oy,Finland,Professional,4285,72196,Outstanding,100 %,0 %,0 %,0 %,14,Tulliportinkatu 31,06100,Porvoo
NeverCast,Daniel Schäfer,Germany,Professional,144,101,Outstanding,100 %,0 %,0 %,0 %,11,Richard-muth-platz 3,14552,Michendorf
Neverflais,Alvaro Fernandez,Spain,Professional,3488,15974,Outstanding,99 %,1 %,0 %,0 %,9,"Calle Victoria Kent, nº92, portal 2, piso 3ºA",28052,Madrid
NeverlandMTG,NeverlandMTG,Spain,Professional,19543,157764,Outstanding,100 %,0 %,0 %,0 %,8,"C/ De la Cruz Verde, 6 - 1",28004,madrid
nevermint,Nevermint,France,Professional,3552,10705,Outstanding,99 %,1 %,0 %,0 %,9,6 RUE CELU,69004,LYON
Nexarion-cz,Nexarion,Czech Republic,Professional,2480,40479,Outstanding,100 %,0 %,0 %,0 %,22,V.K. Klicpery 851/3,43401,Most
Nexos-TCG,NEXOS TCG,Spain,Professional,58,3180,Outstanding,100 %,0 %,0 %,0 %,6,Calle Angel Larra 32,28027,Madrid
Next-Game-Manga-Shop,Next Game & Manga Shop,Italy,Professional,99,35,Very good,95.5 %,4.5 %,0 %,0 %,16,"via Dante Alighieri, 34",20056,Trezzo Sull'Adda (MI)
Next-Heroes,Next Heroes,Germany,Professional,19960,9698,Outstanding,100 %,0 %,0 %,0 %,11,Hochstr. 140,66115,Saarbrücken
NextDraw,NextDraw,Germany,Powerseller,9,916,,100 %,0 %,0 %,0 %,9,Am Meldauer Berg 55,27283,Verden
NextLevelCards,Next Level Cards LTD,United Kingdom,Professional,2817,62,Outstanding,100 %,0 %,0 %,0 %,12,"Flat 2, 40 Hamilton Square",CH41 5BP,Birkenhead
nextturncards,Next Turn Cards&Games,Germany,Professional,144,2,Outstanding,100 %,0 %,0 %,0 %,13,Bleichstraße 5,73033,Göppingen
Nexus-Games-TCG,Noel Guyot,France,Professional,58,20,Outstanding,100 %,0 %,0 %,0 %,11,20 boulevard de la république,81290,Labruguiere
Nexus-TCG,Nexus SRLS,Italy,Professional,474,2401,Very good,97 %,1 %,1 %,1 %,24,VIa Po 73,80026,Casoria (NA)
NiceMTG,NiceMTG,Spain,Professional,16636,107174,Outstanding,100 %,0 %,0 %,0 %,7,"C/ Cooperativa 3, BJ 1º",08302,Mataró
nicoberserk,Fantasy World,Italy,Professional,3795,21240,Outstanding,100 %,0 %,0 %,0 %,21,via Della Pace 85,62100,Macerata (mc)
Nicosas92,Nicostore,Italy,Powerseller,407,228,Outstanding,99 %,1 %,0 %,0 %,20,Guelfa 44,40138,Bologna
Nightshade-Shop,Nightshade,Germany,Powerseller,12431,525476,Outstanding,100 %,0 %,0 %,0 %,11,Landfermannstraße 9,47051,Duisburg
