name,version,rarity,card_number,set,image_url,available_items,price_from,price_trend,avg_30_days,avg_7_days,avg_1_day
Projektor Inspector,,Common,68,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751852/751852.jpg,16097,"0,02 €","0,04 €","0,03 €","0,04 €","0,03 €"
Public Thoroughfare,,Common,265,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750913/750913.jpg,14963,£0.02,"0,15 €","0,10 €","0,13 €","0,15 €"
Push // Pull,,Uncommon,250,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753042/753042.jpg,7886,"0,02 €","0,11 €","0,12 €","0,11 €","0,20 €"
Pyrotechnic Performer,,Rare,140,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753025/753025.jpg,6117,£0.03,"0,14 €","0,16 €","0,16 €","0,07 €"
"Rakdos, Patron of Chaos",,Mythic,224,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751204/751204.jpg,930,"1,95 €","4,39 €","4,16 €","4,20 €","4,40 €"
Rakish Scoundrel,,Common,225,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750680/750680.jpg,15755,"0,02 €","0,12 €","0,03 €","0,03 €","0,10 €"
Raucous Theater,,Rare,266,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750899/750899.jpg,1208,"8,00 €","8,94 €","8,81 €","8,77 €","8,28 €"
Reasonable Doubt,,Common,69,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751853/751853.jpg,15902,"0,02 €","0,09 €","0,05 €","0,07 €","0,03 €"
Reckless Detective,,Uncommon,141,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751200/751200.jpg,8291,"0,02 €","0,11 €","0,07 €","0,07 €","0,05 €"
Red Herring,,Common,142,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752444/752444.jpg,16125,"0,02 €","0,09 €","0,07 €","0,18 €","0,05 €"
Reenact the Crime,,Rare,70,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753013/753013.jpg,5321,"0,08 €","0,28 €","0,24 €","0,25 €","0,12 €"
Relive the Past,,Rare,226,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751878/751878.jpg,7541,£0.02,"0,09 €","0,08 €","0,08 €","0,05 €"
Repeat Offender,,Common,101,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751987/751987.jpg,15994,"0,02 €","0,06 €","0,03 €","0,07 €","0,05 €"
Repulsive Mutation,,Uncommon,227,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752476/752476.jpg,2978,"0,02 €","0,31 €","0,31 €","0,32 €","0,40 €"
Riftburst Hellion,,Common,228,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751881/751881.jpg,15914,"0,02 €","0,09 €","0,06 €","0,09 €","0,03 €"
Rope,,Uncommon,173,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751320/751320.jpg,8357,"0,02 €","0,12 €","0,08 €","0,14 €","0,10 €"
Rot Farm Mortipede,,Common,102,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751857/751857.jpg,16001,"0,02 €","0,06 €","0,03 €","0,03 €","0,03 €"
Rubblebelt Braggart,,Common,143,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751863/751863.jpg,15994,"0,02 €","0,02 €","0,03 €","0,02 €","0,02 €"
Rubblebelt Maverick,,Common,174,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753029/753029.jpg,11953,"0,02 €","0,13 €","0,13 €","0,16 €","0,07 €"
Rune-Brand Juggler,,Uncommon,229,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752452/752452.jpg,8616,"0,02 €","0,02 €","0,03 €","0,03 €","0,02 €"
Sample Collector,,Uncommon,175,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752489/752489.jpg,8705,"0,02 €","0,04 €","0,04 €","0,04 €","0,10 €"
Sanctuary Wall,,Uncommon,32,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753612/753612.jpg,8339,"0,02 €","0,06 €","0,06 €","0,04 €","0,03 €"
Sanguine Savior,,Common,230,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753036/753036.jpg,15573,"0,02 €","0,05 €","0,04 €","0,05 €","0,03 €"
Sanitation Automaton,,Common,256,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750681/750681.jpg,16145,"0,02 €","0,02 €","0,03 €","0,02 €","0,02 €"
Scene of the Crime,,Uncommon,267,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750916/750916.jpg,4587,"0,02 €","0,18 €","0,22 €","0,23 €","0,17 €"
Seasoned Consultant,,Common,33,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751997/751997.jpg,16039,"0,02 €","0,10 €","0,04 €","0,04 €","0,02 €"
Shadowy Backstreet,,Rare,268,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750883/750883.jpg,1480,£8.93,"12,19 €","12,21 €","12,51 €","11,86 €"
Shady Informant,,Common,231,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752577/752577.jpg,16048,"0,02 €","0,02 €","0,02 €","0,02 €","0,02 €"
Sharp-Eyed Rookie,,Rare,176,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751980/751980.jpg,5604,"0,04 €","0,23 €","0,15 €","0,25 €","0,45 €"
Shock,,Common,144,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752596/752596.jpg,14254,"0,02 €","0,08 €","0,06 €","0,07 €","0,02 €"
Slice from the Shadows,,Common,103,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752458/752458.jpg,11951,"0,02 €","0,11 €","0,09 €","0,04 €","0,02 €"
Slime Against Humanity,,Common,177,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751202/751202.jpg,7807,"0,10 €","0,74 €","0,96 €","1,09 €","1,29 €"
Slimy Dualleech,,Uncommon,104,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753017/753017.jpg,8535,"0,02 €","0,04 €","0,04 €","0,04 €","0,05 €"
Snarling Gorehound,,Common,105,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753610/753610.jpg,12398,"0,02 €","0,17 €","0,16 €","0,21 €","0,08 €"
Soul Enervation,,Uncommon,106,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752581/752581.jpg,5933,£0.02,"0,11 €","0,11 €","0,09 €","0,13 €"
Soul Search,,Uncommon,232,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751205/751205.jpg,7940,"0,02 €","0,08 €","0,08 €","0,08 €","0,04 €"
Steamcore Scholar,,Rare,71,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753604/753604.jpg,3688,£0.02,"0,35 €","0,42 €","0,21 €","0,25 €"
Sudden Setback,V.1,Uncommon,72,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753611/753611.jpg,4281,"0,02 €","0,09 €","0,08 €","0,14 €","0,05 €"
Sudden Setback,V.2,Uncommon,72,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/755757/755757.jpg,3978,"0,02 €","0,06 €","0,05 €","0,07 €","0,20 €"
Sumala Sentry,,Uncommon,233,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752580/752580.jpg,8295,£0.02,"0,05 €","0,07 €","0,04 €","0,05 €"
Surveillance Monitor,V.1,Uncommon,73,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752588/752588.jpg,4071,"0,02 €","0,06 €","0,04 €","0,05 €","0,05 €"
Surveillance Monitor,V.2,Uncommon,73,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/755751/755751.jpg,3985,"0,02 €","0,06 €","0,06 €","0,06 €","0,10 €"
Suspicious Detonation,,Common,145,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750666/750666.jpg,16001,£0.02,"0,02 €","0,03 €","0,03 €","0,02 €"
Swamp,V.1,Land,274,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750683/750683.jpg,8935,"0,02 €","0,26 €","0,30 €","0,32 €","0,26 €"
Swamp,V.2,Land,281,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751156/751156.jpg,6315,"0,02 €","0,06 €","0,11 €","0,12 €","0,10 €"
Swamp,V.3,Land,282,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751157/751157.jpg,5844,"0,02 €","0,07 €","0,07 €","0,07 €","0,06 €"
Tenth District Hero,,Rare,34,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751848/751848.jpg,7069,"0,05 €","0,11 €","0,10 €","0,10 €","0,11 €"
"Teysa, Opulent Oligarch",,Rare,234,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750923/750923.jpg,4485,"0,08 €","0,23 €","0,22 €","0,25 €","0,18 €"
The Chase Is On,,Common,116,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752587/752587.jpg,12479,£0.02,"0,06 €","0,07 €","0,05 €","0,04 €"
The Pride of Hull Clade,,Mythic,172,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752487/752487.jpg,1595,"0,73 €","1,44 €","1,33 €","1,43 €","1,24 €"
They Went This Way,,Common,178,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751955/751955.jpg,15924,"0,02 €","0,06 €","0,03 €","0,03 €","0,09 €"
Thinking Cap,,Common,257,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750910/750910.jpg,16220,"0,02 €","0,02 €","0,03 €","0,02 €","0,03 €"
Thundering Falls,,Rare,269,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750907/750907.jpg,555,"11,48 €","13,65 €","13,28 €","13,42 €","12,79 €"
Tin Street Gossip,,Uncommon,235,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750930/750930.jpg,8489,£0.02,"0,13 €","0,09 €","0,11 €","0,13 €"
"Tolsimir, Midnight's Light",,Rare,236,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753037/753037.jpg,5241,"0,05 €","0,17 €","0,16 €","0,16 €","0,15 €"
Topiary Panther,,Common,179,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751956/751956.jpg,16055,"0,02 €","0,18 €","0,11 €","0,11 €","0,27 €"
Torch the Witness,V.1,Uncommon,146,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752574/752574.jpg,3906,"0,02 €","0,15 €","0,13 €","0,10 €","0,19 €"
Torch the Witness,V.2,Uncommon,146,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/755759/755759.jpg,3696,"0,02 €","0,14 €","0,14 €","0,28 €","0,02 €"
Toxin Analysis,,Common,107,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753018/753018.jpg,7533,"0,02 €","0,15 €","0,24 €","0,17 €","0,05 €"
Treacherous Greed,,Rare,237,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750888/750888.jpg,6212,"0,05 €","0,36 €","0,22 €","0,33 €","0,64 €"
"Trostani, Three Whispers",,Mythic,238,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751982/751982.jpg,2225,"0,14 €","0,64 €","0,57 €","0,58 €","0,30 €"
Tunnel Tipster,,Common,180,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750668/750668.jpg,15680,"0,02 €","0,12 €","0,08 €","0,09 €","0,06 €"
Unauthorized Exit,,Common,74,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/755752/755752.jpg,12201,"0,02 €","0,09 €","0,11 €","0,08 €","0,05 €"
Undercity Eliminator,,Uncommon,108,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753019/753019.jpg,8158,"0,02 €","0,08 €","0,11 €","0,08 €","0,04 €"
Undercity Sewers,,Rare,270,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750921/750921.jpg,1168,£16.15,"21,68 €","21,10 €","21,31 €","21,90 €"
Undercover Crocodelf,V.1,Common,239,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751206/751206.jpg,7916,"0,02 €","0,08 €","0,06 €","0,11 €","0,20 €"
Undercover Crocodelf,V.2,Common,239,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751162/751162.jpg,6822,£0.02,"0,02 €","0,03 €","0,02 €","0,04 €"
Underground Mortuary,,Rare,271,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750912/750912.jpg,1305,"10,99 €","13,96 €","13,59 €","14,01 €","13,27 €"
Undergrowth Recon,,Mythic,181,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751957/751957.jpg,1502,"0,94 €","2,14 €","1,95 €","2,07 €","2,31 €"
Unscrupulous Agent,,Common,109,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751198/751198.jpg,15288,"0,02 €","0,08 €","0,05 €","0,04 €","0,20 €"
Unyielding Gatekeeper,,Rare,35,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753008/753008.jpg,6935,"0,05 €","0,10 €","0,13 €","0,10 €","0,08 €"
Urgent Necropsy,,Mythic,240,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/755765/755765.jpg,2494,"0,20 €","0,53 €","0,51 €","0,37 €","0,15 €"
"Vannifar, Evolved Enigma",,Mythic,241,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752001/752001.jpg,1709,"0,30 €","0,99 €","0,87 €","0,83 €","0,97 €"
Vein Ripper,,Mythic,110,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753020/753020.jpg,1350,"6,30 €","7,87 €","7,79 €","7,80 €","9,00 €"
Vengeful Creeper,,Common,182,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751981/751981.jpg,15753,"0,02 €","0,09 €","0,08 €","0,05 €","0,03 €"
Vengeful Tracker,,Uncommon,147,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/755760/755760.jpg,7890,"0,02 €","0,09 €","0,08 €","0,09 €","0,11 €"
Vitu-Ghazi Inspector,,Common,183,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/752605/752605.jpg,11682,"0,02 €","0,13 €","0,10 €","0,11 €","0,10 €"
Warleader's Call,,Rare,242,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/751207/751207.jpg,1445,"3,75 €","5,63 €","5,64 €","5,66 €","5,75 €"
Wispdrinker Vampire,,Uncommon,243,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750882/750882.jpg,5247,"0,02 €","0,15 €","0,17 €","0,15 €","0,12 €"
Wojek Investigator,V.1,Rare,36,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/750658/750658.jpg,2226,"0,06 €","0,30 €","0,25 €","0,27 €","0,29 €"
Wojek Investigator,V.2,Rare,36,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/755747/755747.jpg,2262,"0,10 €","0,34 €","0,29 €","0,33 €","0,36 €"
Worldsoul's Rage,,Rare,244,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753038/753038.jpg,3444,"0,10 €","0,33 €","0,32 €","0,37 €","0,47 €"
Wrench,,Uncommon,37,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/755748/755748.jpg,8518,"0,02 €","0,06 €","0,07 €","0,05 €","0,04 €"
"Yarus, Roar of the Old Gods",,Rare,245,Murders at Karlov Manor,https://product-images.s3.cardmarket.com/1/MKM/753039/753039.jpg,5640,"0,08 €","0,15 €","0,18 €","0,18 €","0,10 €"
Abraded Bluffs,,Land,251,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/763963/763963.jpg,4945,"0,02 €","0,23 €","0,20 €","0,24 €","0,35 €"
Akul the Unrepentant,,Rare,189,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/764096/764096.jpg,4948,"0,09 €","0,16 €","0,16 €","0,13 €","0,08 €"
Aloe Alchemist,,Uncommon,152,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/764032/764032.jpg,6031,"0,02 €","0,15 €","0,12 €","0,12 €","0,08 €"
Ambush Gigapede,,Common,77,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/763924/763924.jpg,13998,"0,02 €","0,11 €","0,05 €","0,12 €","0,06 €"
Ankle Biter,,Common,153,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/763942/763942.jpg,12689,"0,02 €","0,12 €","0,10 €","0,09 €","0,06 €"
"Annie Flash, the Veteran",,Mythic,190,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/764047/764047.jpg,2581,"0,09 €","0,24 €","0,27 €","0,26 €","0,13 €"
Annie Joins Up,,Rare,191,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/763575/763575.jpg,596,"1,79 €","3,66 €","3,51 €","3,59 €","3,72 €"
Another Round,,Rare,1,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/765637/765637.jpg,3379,"0,10 €","0,29 €","0,30 €","0,31 €","0,14 €"
Archangel of Tithes,,Mythic,2,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/764241/764241.jpg,709,"1,45 €","2,63 €","2,63 €","2,41 €","2,74 €"
Archmage's Newt,,Rare,39,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/764086/764086.jpg,6002,"0,02 €","0,12 €","0,12 €","0,10 €","0,05 €"
Arid Archway,,Uncommon,252,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/763598/763598.jpg,2596,"0,08 €","0,55 €","0,60 €","0,54 €","0,44 €"
Armored Armadillo,,Common,3,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/763910/763910.jpg,12104,"0,02 €","0,08 €","0,10 €","0,08 €","0,02 €"
Assimilation Aegis,,Mythic,192,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/764048/764048.jpg,1513,"0,39 €","0,76 €","0,81 €","0,76 €","0,10 €"
At Knifepoint,,Uncommon,193,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/763951/763951.jpg,6517,"0,02 €","0,15 €","0,14 €","0,15 €","0,12 €"
Aven Interrupter,,Rare,4,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/763553/763553.jpg,921,"2,70 €","4,04 €","3,89 €","4,10 €","3,88 €"
Badlands Revival,,Uncommon,194,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/763952/763952.jpg,7464,"0,02 €","0,12 €","0,10 €","0,11 €","0,04 €"
Bandit's Haul,,Uncommon,240,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/764058/764058.jpg,8767,"0,02 €","0,09 €","0,10 €","0,09 €","0,02 €"
Baron Bertram Graywater,,Uncommon,195,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/763886/763886.jpg,4439,"0,02 €","0,17 €","0,19 €","0,16 €","0,09 €"
Beastbond Outcaster,,Uncommon,154,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/764033/764033.jpg,7631,"0,02 €","0,05 €","0,07 €","0,08 €","0,05 €"
Betrayal at the Vault,,Uncommon,155,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/764267/764267.jpg,7786,"0,02 €","0,11 €","0,06 €","0,10 €","0,14 €"
Binding Negotiation,,Uncommon,78,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/764008/764008.jpg,7820,"0,02 €","0,18 €","0,13 €","0,17 €","0,05 €"
Blacksnag Buzzard,,Common,79,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/763925/763925.jpg,13981,"0,02 €","0,02 €","0,02 €","0,02 €","0,02 €"
Blood Hustler,,Uncommon,80,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/763926/763926.jpg,6950,"0,02 €","0,11 €","0,10 €","0,08 €","0,16 €"
Blooming Marsh,,Rare,266,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/764098/764098.jpg,1599,"1,14 €","1,87 €","2,01 €","1,84 €","1,85 €"
Boneyard Desecrator,,Common,81,Outlaws of Thunder Junction,https://product-images.s3.cardmarket.com/1/OTJ/764009/764009.jpg,13682,"0,02 €","0,04 €","0,03 €","0,05 €","0,02 €"
